name,Occurrence,order,Main page,Store Link,Accessible,Multiplayer,Social,Creator,HMD,Origin,Store,Price,Number of Reviews,Temp_reviews_no_n/a,Normalized reviews,Web Visitor Count,Normalized visitors,Z-score,Order_formula,Main Focus,Online Count,Rating,summary,Download Count,#Player in the Most Popular Room,Platform Type,Platform availability,Hints for room creation,Room creation,Room creation detailed,Official Creator Documentation Main Page,Official First Step Guide,Unofficial Tutorials,Creator Description,Main Page Web Metric,Monthly Active Users,Events,Scholar Articles
DCS World Steam Edition,First,3,,https://store.steampowered.com/app/223750/DCS_World_Steam_Edition/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,34035,,,,,,,,,85%,,,,,,,,,,,,,,,,
Remio,First,25,,https://www.oculus.com/experiences/quest/5120897861344596/,Yes,Yes,,,Quest,QuestDB,Quest,Free,3143,,,,,,,"Social, ",,,,,,,,Live in cities and build houses!,,,,,,,,,,
Scary Ghost VR Demo: Multiplayer,First,5,,https://store.steampowered.com/app/3063780/Scary_Ghost_VR_Multiplayer/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,0,,,,,,,,,-,,,,,,,,,,,,,,,,
Real Pool 3D - Poolians,First,6,,https://store.steampowered.com/app/670290/Real_Pool_3D__Poolians/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,13824,,,,,,,,,77%,,,,,,,,,,,,,,,,
RaceRoom Racing Experience,First,7,,https://store.steampowered.com/app/211500/RaceRoom_Racing_Experience/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,21607,,,,,,,,,74%,,,,,,,,,,,,,,,,
One-armed cook,First,8,,https://store.steampowered.com/app/1977530/Onearmed_cook/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,24426,,,,,,,,,92%,,,,,,,,,,,,,,,,
Vircadia,First,112,https://vircadia.com/,https://app.vircadia.com/#/,Yes,Yes,Yes,Yes,,Google search,,Free,N/A,285,-0.2622556079,899,-0.1945256386,-0.4567812465,,,,,,,,,,,,,,,,,,,,
Cards & Tankards,First,30,https://cardsandtankards.com/,https://store.steampowered.com/app/1506850/Cards__Tankards/?snr=1_7_7_151_150_1,,Yes,Yes,No,,steam_query_data_vr_multiplayer,Steam,,769,,,,,,,,,89%,,,,,,,,,,,,,,,,
McOsu,First,11,,https://store.steampowered.com/app/607260/McOsu/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,6005,,,,,,,,,88%,,,,,,,,,,,,,,,,
SCP: Labrat,First,12,,https://store.steampowered.com/app/1402020/SCP_Labrat/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,3646,,,,,,,,,82%,,,,,,,,,,,,,,,,
Google Earth VR,First,13,,https://store.steampowered.com/app/348250/Google_Earth_VR/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,3815,,,,,,,,,94%,,,,,,,,,,,,,,,,
Propagation VR,First,14,,https://store.steampowered.com/app/1363430/Propagation_VR/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,5343,,,,,,,,,94%,,,,,,,,,,,,,,,,
Half + Half,First,4,https://www.meta.com/en-gb/experiences/half-half/2035353573194060/,https://www.meta.com/en-gb/experiences/half-half/2035353573194060/,Yes,Yes,Yes,No,,quest_query_data_social,Quest,0,886,,,,,,,,,78,"Half + Half is a multiplayer game about fun &amp; connection. Glide or Swim through open-ended spaces. Play human tetris with friends, or Hide &amp; Seek where you&#x2019;re two inches tall.",,,,,,,,,,,,,,,
Kong,First,59,https://sites.google.com/view/kongvr/home,https://www.oculus.com/experiences/quest/5930522500329653/,Yes,Yes,No,No,Quest,QuestDB,Quest,Free,885,,,,,,,"Arcade, Social",,,,,,,,Try out countdown or just chill in casual,,,,,,,,,,
Tales of Escape,First,17,,https://store.steampowered.com/app/587860/Tales_of_Escape/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,2034,,,,,,,,,62%,,,,,,,,,,,,,,,,
Epic Roller Coasters,First,18,,https://store.steampowered.com/app/787790/Epic_Roller_Coasters/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,656,,,,,,,,,64%,,,,,,,,,,,,,,,,
Rise of Flight United,First,19,,https://store.steampowered.com/app/244050/Rise_of_Flight_United/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,2467,,,,,,,,,55%,,,,,,,,,,,,,,,,
Monke Buddys,First,62,https://sites.google.com/view/monkebuddysvr/home,https://www.oculus.com/experiences/quest/5282789891825317/,Yes,Yes,No,No,Quest,QuestDB,Quest,Free,729,,,,,,,"Adventure, Action",,,,,,,,,,,,,,,,,,
Zaccaria Pinball,First,21,,https://store.steampowered.com/app/444930/Zaccaria_Pinball/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,1475,,,,,,,,,83%,,,,,,,,,,,,,,,,
SinVR,First,22,,https://store.steampowered.com/app/966870/SinVR/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,1255,,,,,,,,,59%,,,,,,,,,,,,,,,,
IronWolf: Free Non-VR Edition,First,23,,https://store.steampowered.com/app/2530670/IronWolf_Free_NonVR_Edition/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,435,,,,,,,,,94%,,,,,,,,,,,,,,,,
Tabletopia,First,24,,https://store.steampowered.com/app/402560/Tabletopia/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,1577,,,,,,,,,63%,,,,,,,,,,,,,,,,
Hyper Dash,First,25,,https://store.steampowered.com/app/1386890/Hyper_Dash/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,299,,,,,,,,,87%,,,,,,,,,,,,,,,,
Horizon Workrooms,First,61,https://forwork.meta.com/de/en/horizon-workrooms/,https://www.meta.com/en-gb/experiences/2514011888645651/?utm_source=forwork.meta.com&utm_medium=oculusredirect,Yes,Yes,Yes,No,Yes,Google search,Meta,Free,724,,,,,,,,,,,,,,,,,,,,,,,,,
Chaos,First,27,,https://store.steampowered.com/app/1230410/Chaos/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,3862,,,,,,,,,88%,,,,,,,,,,,,,,,,
Monkey Mischief,,29,,https://www.oculus.com/experiences/quest/5077064592389695/,Yes,Yes,,,Quest,QuestDB,Quest,Free,2676,,,,,,,"Action, Horror",,,,,,,,,,,,,,,,,,
FPS Game: Dev Test,First,29,,https://store.steampowered.com/app/1901200/FPS_Game_Dev_Test/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,1397,,,,,,,,,85%,,,,,,,,,,,,,,,,
Neos VR,First,29,https://store.steampowered.com/app/740250/Neos_VR/?snr=1_7_7_151_150_1,https://store.steampowered.com/app/740250/Neos_VR/?snr=1_7_7_151_150_1,,Yes,,,,steam_query_data_metaverse,Steam,,2246,,,,,,,,,54%,,,,,,,,,,,,,,,,
Surgeon Simulator VR: Meet The Medic,First,31,,https://store.steampowered.com/app/457420/Surgeon_Simulator_VR_Meet_The_Medic/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,518,,,,,,,,,76%,,,,,,,,,,,,,,,,
Aces High III,First,32,,https://store.steampowered.com/app/651090/Aces_High_III/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,385,,,,,,,,,59%,,,,,,,,,,,,,,,,
Blaston,First,33,,https://store.steampowered.com/app/1427890/Blaston/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,553,,,,,,,,,91%,,,,,,,,,,,,,,,,
Horizon Workrooms,,64,https://forwork.meta.com/gb/horizon-workrooms/,https://www.oculus.com/experiences/quest/2514011888645651/,Yes,Yes,Yes,No,Quest,QuestDB,Quest,Free,711,,,,,,,"Productivity, Business",,,,,,,,,,,,,,,,,,
Desert Bus VR,First,35,,https://store.steampowered.com/app/638110/Desert_Bus_VR/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,1698,,,,,,,,,88%,,,,,,,,,,,,,,,,
Star Wars: Droid Repair Bay,First,36,,https://store.steampowered.com/app/726910/Star_Wars_Droid_Repair_Bay/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,504,,,,,,,,,89%,,,,,,,,,,,,,,,,
VRLand,First,119,https://vrland.io/,https://vrland.io/,Yes,Yes,Yes,Yes,,Google search,,Free,N/A,285,-0.2622556079,789,-0.1945258299,-0.4567814377,,,,,,,,,,,,,,,,,,,,
GRAB,First,38,,https://store.steampowered.com/app/1701130/GRAB/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,88,,,,,,,,,90%,,,,,,,,,,,,,,,,
Shattered Lights,First,39,,https://store.steampowered.com/app/1057720/Shattered_Lights/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,415,,,,,,,,,87%,,,,,,,,,,,,,,,,
DAVIGO KNIGHT'S PASS,First,40,,https://store.steampowered.com/app/1116540/DAVIGO_VR_vs_PC/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,0,,,,,,,,,-,,,,,,,,,,,,,,,,
Sam & Dan: Floaty Flatmates,First,41,,https://store.steampowered.com/app/978270/Sam__Dan_Floaty_Flatmates/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,691,,,,,,,,,92%,,,,,,,,,,,,,,,,
Fly Dangerous,First,42,,https://store.steampowered.com/app/1781750/Fly_Dangerous/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,341,,,,,,,,,79%,,,,,,,,,,,,,,,,
X8,First,43,,https://store.steampowered.com/app/1763510/X8/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,173,,,,,,,,,83%,,,,,,,,,,,,,,,,
Protonwar,First,44,,https://store.steampowered.com/app/461410/Protonwar/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,104,,,,,,,,,80%,,,,,,,,,,,,,,,,
SCP: Blackout,First,45,,https://store.steampowered.com/app/963400/SCP_Blackout/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,298,,,,,,,,,68%,,,,,,,,,,,,,,,,
Ship Ahoy Open BETA,First,46,,https://store.steampowered.com/app/757380/Ship_Ahoy_Open_BETA/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,49,,,,,,,,,83%,,,,,,,,,,,,,,,,
Nemesis Perspective,First,47,,https://store.steampowered.com/app/537140/Nemesis_Perspective/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,130,,,,,,,,,89%,,,,,,,,,,,,,,,,
Paintball Playground,First,48,,https://store.steampowered.com/app/2808630/Paintball_Playground/?snr=1_7_7_151_150_1,,No,,,,steam_query_data_vr_multiplayer,Steam,,33,,,,,,,,,54%,,,,,,,,,,,,,,,,
Drop In - VR F2P,First,56,,https://store.steampowered.com/app/1144800/Drop_In__VR_F2P/?snr=1_7_7_151_150_2,,Yes,,,,steam_query_data_vr_multiplayer,Steam,,568,,,,,,,,,82%,,,,,,,,,,,,,,,,
Rec Room,First,31,https://www.meta.com/en-gb/experiences/rec-room/2173678582678296/,https://www.meta.com/en-gb/experiences/rec-room/2173678582678296/,Yes,Yes,,,,quest_query_data_social,Quest,0,32073,,,,,,,,,84,"Rec Room ist der beste Ort, um gemeinsam zu bauen und Spiele zu spielen. Triff dich mit Freunden aus der ganzen Welt, um zu chatten, abzuh&#xe4;ngen, MILLIONEN von Spielern erstellte R&#xe4;ume zu erkunden oder etwas Neues und Erstaunliches zu bauen, um es mit uns allen zu teilen
Rec Room ist kostenlos und l&#xe4;sst sich &#xfc;bergreifend auf allen Ger&#xe4;ten spielen, vom Handy bis zum VR-Headset. Es ist die soziale App, die man wie ein Videospiel spielt!",,,,,,,,,,,,,,,
The Ranger: Lost Tribe,First,51,,https://store.steampowered.com/app/673070/The_Ranger_Lost_Tribe/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,362,,,,,,,,,80%,,,,,,,,,,,,,,,,
PAYDAY 2 VR,First,52,,https://store.steampowered.com/app/826090/PAYDAY_2_VR/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,1255,,,,,,,,,71%,,,,,,,,,,,,,,,,
Dead and Buried II,First,68,,https://www.oculus.com/experiences/quest/2134077359973067/,Yes,Yes,,,Quest,QuestDB,Quest,Free,671,,,,,,,"Shooting, Action",,,,,,,,- Social: make new friends in the Town and spin up matches together.,,,,,,,,,,
Dungeon Full Dive: Player Edition,First,54,,https://store.steampowered.com/app/2839600/Dungeon_Full_Dive_Player_Edition/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,42,,,,,,,,,50%,,,,,,,,,,,,,,,,
Sophie's Guardian,First,55,,https://store.steampowered.com/app/530830/Sophies_Guardian/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,72,,,,,,,,,73%,,,,,,,,,,,,,,,,
Ready Player One: OASIS beta,First,62,,https://store.steampowered.com/app/779650/Ready_Player_One_OASIS_beta/?snr=1_7_7_151_150_2,,Yes,,,,steam_query_data_vr_multiplayer,Steam,,519,,,,,,,,,58%,,,,,,,,,,,,,,,,
Snowday,First,57,,https://store.steampowered.com/app/515700/Snowday/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,20,,,,,,,,,85%,,,,,,,,,,,,,,,,
Test Subject 901,First,58,,https://store.steampowered.com/app/914450/Test_Subject_901/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,46,,,,,,,,,80%,,,,,,,,,,,,,,,,
Robot Tag,First,70,https://sites.google.com/view/robot-tag-official/home?authuser=0,https://www.oculus.com/experiences/quest/5918504334849265/,Yes,Yes,Yes,No,Quest,QuestDB,Quest,Free,629,,,,,,,"RPG (Role Playing Games), Action",,,,,,,,,,,,,,,,,,
Scary Buddies,First,60,,https://store.steampowered.com/app/1552210/Scary_Buddies/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,19,,,,,,,,,78%,,,,,,,,,,,,,,,,
Neo Art Space,First,213,https://www.neoartspace.com/,https://store.steampowered.com/app/1714400/Neo_Art_Space/?curator_clanid=4777282,Yes,Yes,Yes,Yes,Yes,SteamDB,Steam,Free,N/A,285,-0.2622556079,235,-0.1945267929,-0.4567824008,,Art. Social,0,,,,,,,,,,,,,,,,,
Spatial,First,30,https://www.meta.com/en-gb/experiences/spatial/2927141310670477/,https://www.meta.com/en-gb/experiences/spatial/2927141310670477/,Yes,Yes,,,,quest_query_data_metaverse,Quest,0,557,,,,,,,,,72,"Join millions worldwide to explore 3D virtual worlds, customize your identity, and collaborate with friends. With stunning graphics and live voice and text chat, Spatial is the perfect platform to unlock your imagination! Explore endless immersive worlds, customize your avatar, connect with millions of creators, and build your own worlds with no coding or fees. Your World Awaits!

Linkin.bio/spatial_io
https://support.spatial.io/hc/en-us
https://www.spatial.io/terms
https://www.spatial.io/guide",,,,,,,,,,,,,,,
Overload Playable Teaser 3.0,First,63,,https://store.steampowered.com/app/450220/Overload_Playable_Teaser_30/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,670,,,,,,,,,94%,,,,,,,,,,,,,,,,
VR TRIBES,First,64,,https://store.steampowered.com/app/1927440/VR_TRIBES/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,10,,,,,,,,,50%,,,,,,,,,,,,,,,,
BOSS FIGHTERS,First,65,,https://store.steampowered.com/app/1784650/BOSS_FIGHTERS/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,0,,,,,,,,,-,,,,,,,,,,,,,,,,
Fish Game,First,73,https://fishgamevr.com/,https://www.oculus.com/experiences/quest/6556848877722096/,Yes,No,,,Quest,QuestDB,Quest,Free,516,,,,,,,"Casual, Simulation",,,,,,,,"Join public rooms and chat with new fish, maybe you'll even find a new friend!
If you aren't in the mood to talk with new fish, you can always make a private room and send the code to your friends.",,,,,,,,,,
BMW M Hybrid V8,First,67,,https://store.steampowered.com/app/2973280/BMW_M_Hybrid_V8/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,56,,,,,,,,,89%,,,,,,,,,,,,,,,,
The Art of Fight | 4vs4 Fast-Paced FPS,First,68,,https://store.steampowered.com/app/531270/The_Art_of_Fight__4vs4_FastPaced_FPS/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,359,,,,,,,,,67%,,,,,,,,,,,,,,,,
Alcove,First,2,https://www.rendever.com/alcove,https://www.meta.com/en-gb/experiences/alcove/3895528293794893/?utm_source=www.rendever.com&utm_medium=oculusredirect,Yes,Yes,Yes,No,Yes,Google search,Meta,Free,485,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Alcove,,19,https://www.rendever.com/alcove,https://www.meta.com/en-gb/experiences/3895528293794893/,Yes,Yes,Yes,No,Yes,Google search,Meta,Free,485,,,,,,,Social,,,,,,,,,,,,,,,,,,
War Online: Pacific,First,71,,https://store.steampowered.com/app/990060/War_Online_Pacific/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,70,,,,,,,,,48%,,,,,,,,,,,,,,,,
Under Pressure,First,72,,https://store.steampowered.com/app/2524980/Under_Pressure/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,71,,,,,,,,,94%,,,,,,,,,,,,,,,,
Caliban Below,First,73,,https://store.steampowered.com/app/649890/Caliban_Below/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,215,,,,,,,,,93%,,,,,,,,,,,,,,,,
Conductor: Creative Joy Engine,First,74,,https://store.steampowered.com/app/1518940/Conductor_Creative_Joy_Engine/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,55,,,,,,,,,85%,,,,,,,,,,,,,,,,
Cop Academy,First,75,,https://store.steampowered.com/app/982710/Cop_Academy/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,25,,,,,,,,,88%,,,,,,,,,,,,,,,,
Cube Runners,,37,,https://www.oculus.com/experiences/quest/8390456747663346/,Yes,Yes,,,Quest,QuestDB,Quest,Free,2051,,,,,,,"Adventure, Social",,,,,,,,"Join public rooms, chat with new people, maybe you'll even find a new friend!",,,,,,,,,,
Alcove,,45,https://www.meta.com/en-gb/experiences/alcove/3895528293794893/,https://www.meta.com/en-gb/experiences/alcove/3895528293794893/,Yes,Yes,Yes,No,,quest_query_data_social,Quest,0,485,,,,,,,,,74,"A portal to new worlds, a virtual home filled with endless experiences to discover and explore, a place to connect with friends and family. World travel, casual games, media customization, adventure, and relaxation.",,,,,,,,,,,,,,,
spatial,,10,https://www.spatial.io/,"https://apps.apple.com/us/app/spatial/id1528403747
https://play.google.com/store/apps/details?id=io.spatial.spatial&pli=1
https://www.meta.com/en-gb/experiences/2927141310670477/",Yes,,,,Yes,Google search,"App Store
Google Play
Meta","Free
Free
Free",557,,,,,,,,,,,,,,,,,,,,,,,,,
Dodge the Wall!,First,79,,https://store.steampowered.com/app/1061600/Dodge_the_Wall/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,27,,,,,,,,,77%,,,,,,,,,,,,,,,,
Primal Reign,First,80,,https://store.steampowered.com/app/636580/Primal_Reign/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,55,,,,,,,,,70%,,,,,,,,,,,,,,,,
Fovos VR,First,81,,https://store.steampowered.com/app/576650/Fovos_VR/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,113,,,,,,,,,62%,,,,,,,,,,,,,,,,
The Tavern of Magic,First,82,,https://store.steampowered.com/app/777250/The_Tavern_of_Magic/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,13,,,,,,,,,46%,,,,,,,,,,,,,,,,
VirZOOM Arcade,First,83,,https://store.steampowered.com/app/448710/VirZOOM_Arcade/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,33,,,,,,,,,78%,,,,,,,,,,,,,,,,
Vroom Kaboom,First,84,,https://store.steampowered.com/app/620070/Vroom_Kaboom/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,115,,,,,,,,,54%,,,,,,,,,,,,,,,,
War Robots VR: The Skirmish,First,85,,https://store.steampowered.com/app/672640/War_Robots_VR_The_Skirmish/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,775,,,,,,,,,79%,,,,,,,,,,,,,,,,
大千 VAST,,37,https://store.steampowered.com/app/2562450/_VAST/?snr=1_7_7_151_150_1,https://store.steampowered.com/app/2562450/_VAST/?snr=1_7_7_151_150_1,,Yes,,,,steam_query_data_metaverse,Steam,,0,,,,,,,,,-,,,,,,,,,,,,,,,,
Villa: AI Creation & Collaboration,First,37,https://www.meta.com/en-gb/experiences/villa-ai-creation-collaboration/4784171281624823/,https://www.meta.com/en-gb/experiences/villa-ai-creation-collaboration/4784171281624823/,Yes,Yes,,,,quest_query_data_social,Quest,0,2280,,,,,,,,,74,"Fly, explore, create and host realistic worlds, exhibits, and workspaces, each to thousands of simultaneous users. No code required! Unlimited fullbody (with legs) avatars. Games, Exhibits, happy hours, socials, standups, meetups, offsites, client meetings, conferences on the beach, vineyard, or your own DIY virtual world. &#039;Like Westworld in 3D&#039;. For creators, gamers, engineers, PMs, execs, students, who&#039;ve had it with 2D, love 3D, and appreciate collaboration in immersion.",,,,,,,,,,,,,,,
Wooorld,First,75,https://www.meta.com/en-gb/experiences/wooorld/4360608937312293/,https://www.meta.com/en-gb/experiences/wooorld/4360608937312293/,Yes,Yes,Yes,No,,quest_query_data_social,Quest,0,455,,,,,,,,,70,"Dive into Wooorld, an immersive social platform bringing a 3D map of the world into your room in Mixed Reality. Explore cities, landmarks, natural wonders with rich content from Wikipedia and Google Maps. Challenge yourself with the location guessing game &quot;Where in the Wooorld&quot;. Plan trips with the help of a global community of explorers. Enjoy AI-powered Tours, customizations, safety &amp; accessibility features.

Enjoy Wooorld for Free, or unlock premium features with Explorer+ &amp; Player+ add-ons.",,,,,,,,,,,,,,,
Tivoli Cloud VR,First,108,https://tivolicloud.github.io/,https://tivolicloud.github.io/,Yes,Yes,Yes,Yes,Yes,Google search,Main page,Free,N/A,285,-0.2622556079,157,-0.1945269285,-0.4567825364,,,,,,,,,,,,,,,,,,,,
Home Legacy,First,275,,https://store.steampowered.com/app/394120/Home_Legacy/?curator_clanid=4777282,Yes,Yes,,,Yes,SteamDB,Steam,Free,445,,,,,,,Social,0,,,,,,,,,,,,,,,,,
Museum of Other Realities,First,37,https://www.museumor.com/,https://store.steampowered.com/app/613900/Museum_of_Other_Realities/?snr=1_7_7_151_150_1,,Yes,Yes,No,,steam_query_data_vr_multiplayer,Steam,,403,,,,,,,,,91%,,,,,,,,,,,,,,,,
Sky Strikers VR,First,92,,https://store.steampowered.com/app/2250690/Sky_Strikers_VR/?snr=1_7_7_151_150_2,,No,,,,steam_query_data_vr_multiplayer,Steam,,40,,,,,,,,,92%,,,,,,,,,,,,,,,,
